"PARENT","WSM_CATNAME","LONG_DESC","EXTENDED DESCRIPTION","EXISTING ID","CAT_IMAGE","METADESCRIPTION","KEYWORDS","META TITLE","PRIORITY","CATEGORYPATH","ADDED","HIDDEN"
"1982 - 1996 GM 6.2L 6.5L (Mechanical)","Fuel, Oil & Air Filters - GM 6.2L 6.5L IDI","Fuel, Oil and Air Filters for 1982 - 1993 Chevy GMC 6.2L Diesel.","","778297","https://usdieselparts.com/images/F95106602","","","","460","Chevy / GMC>1982 - 1996 GM 6.2L 6.5L (Mechanical)>Fuel, Oil & Air Filters - GM 6.2L 6.5L IDI","2013-05-31 17:36:48",""
"1982 - 1996 GM 6.2L 6.5L (Mechanical)","Gauges & Gauge Holders - GM 6.2L 6.5L IDI","Gauges and Gauge Holders for 1982 - 1993 Chevy GMC 6.2L Diesel.","","778298","https://usdieselparts.com/images/F95106640","Gauges and Gauge Holders for 1982 - 1993 Chevy GMC 6.2L Diesel.","Gauges, Gauge, Holders, Chevy, GMC, 6.2L, Diesel","Gauges Holders Chevy GMC 6.2L","450","Chevy / GMC>1982 - 1996 GM 6.2L 6.5L (Mechanical)>Gauges & Gauge Holders - GM 6.2L 6.5L IDI","2013-05-31 17:36:48",""
"Gauges & Gauge Holders - GM 6.2L 6.5L IDI","Gauges - GM 6.2L 6.5L IDI ","Gauges for 1982 - 1993 Chevy GMC 6.2L from AutoMeter and Isspro precision gauges.","","778299","https://usdieselparts.com/images/F144549572","Gauges for 1982 - 1993 Chevy GMC 6.2L","Gauges, Chevy, GMC, 6.2L","Gauges Chevy GMC 6.2L","501","Chevy / GMC>1982 - 1996 GM 6.2L 6.5L (Mechanical)>Gauges & Gauge Holders - GM 6.2L 6.5L IDI>Gauges - GM 6.2L 6.5L IDI ","2013-05-31 17:36:48",""
"1982 - 1996 GM 6.2L 6.5L (Mechanical)","Glow Plugs & Controllers - GM 6.2L 6.5L IDI","Glow Plugs & Controllers for 1982 - 1993 Chevy GMC 6.2L","","778302","https://usdieselparts.com/images/F95106661","Glow Plugs and Glow Plug Controllers for 1982 - 1993 Chevy GMC 6.2L Diesel","Glow, Plugs, Plug, Controllers, Chevy, GMC, 6.2L, Diesel","Glow Plugs Controllers Chevy GMC 6.2L","530","Chevy / GMC>1982 - 1996 GM 6.2L 6.5L (Mechanical)>Glow Plugs & Controllers - GM 6.2L 6.5L IDI","2013-05-31 17:36:48",""
"1982 - 1996 GM 6.2L 6.5L (Mechanical)","Injection Pumps DB2 Mechanical - GM 6.2L 6.5L","<b>Stanadyne Mechanical DB2 injection pumps for 1982 - 1994 Chevy GMC 6.2L & 6.5L Diesel Trucks</b><br/>
<p align=""left"">Our factory trained and certified technicians have been rebuilding DB2 injection pumps since they were introduced by Stanadyne, so we know them inside and out. Each pump is completely disassembled, thoroughly inspected and all worn parts replaced with genuine OEM Stanadyne components. The pump is then cleaned, reassembled and precisely calibrated to factory specifications. One weak point on Stanadyne DB2 pumps that is often ignored by most rebuilders is the advance bore. The aluminum housing tends to wear out quickly where the steel advance piston is located, causing poor pump timing, poor fuel mileage, excess smoke and low power. We address this problem by utilizing a steel sleeve in the advance bore. This gives us a more precise pump calibration and a superior injection pump that will last considerably longer.</p>
<p align=""left"">All DB2 injection pumps include a 1-year warranty.</p>
<p align=""left""><b><font color=""red"">NOTE:</font></b> The pumps we have listed for sale here will cover most GM 6.2L and 6.5L trucks with the Stanadyne DB2 pump. If your pump is not listed for sale on this page, then it may supersede to a different part number. Please refer to the <a href=""#DB2List"">Complete GM DB2 Pump List</a> at the bottom of this page to help find the correct pump for your truck. You can also send your pump to us for rebuild. Please call or email for more info.</p>
 <a name=""DB24SALE""></a> "," <a name=""DB2List""></a> 
<p align=""left""><b>Complete GM Stanadyne DB2 Injection Pump List</b></br>
The pumps we have listed for sale <a href=""#DB24SALE"">(above)</a> will cover most GM 6.2L and 6.5L DB2 applications. If you don't see your pump listed for sale on 
  our website, then use the list below to see if it supersedes to a different part number that we have listed. If your part number doesn't supersede to a newer part number or isn't listed at all, then please call or email and we'll help you find the correct pump for your truck. You can also send your pump to us and we'll rebuild it for you. </p>
<p align=""left""><b>Please note</b> that only the last 4-digits of the part number are relevant. For example: DB2831-4911, DB2-4911, 04911 and 4911 are all the same pump.</p>
<p align=""left""> DB2829-3969 - 03969 - 14028915 - 6.2 Liter 1981 Light Duty Truck <br>
  DB2829-4005 - 04005 - 14033998 - 6.2 Liter 1981 Heavy Duty Truck <br>
  DB2829-4090 - 04090 - 14050587 - 6.2 Liter 1982-83 Light Duty Truck Superseded by DB2829-4126<br>
  DB2829-4091 - 04091 - 14050588 - 6.2 Liter 1982-83 Heavy Duty Truck -CK&P Superseded 
  by DB2829-4153<br>
  DB2829-4126 - 04126 - 14050587 - 6.2 Liter 1982-83 Light Duty Truck Supersedes DB2829-4090<br>
  DB2829-4127 - 04127 - 14050526 - 6.2 Liter 1982-83 Light Duty Truck (Alt. Comp.) <br>
  DB2829-4151 - 04151 - 14061645 - 6.2 Liter 1983 P Truck <br>
  DB2829-4153 - 04153 - 14050588 - 6.2 Liter 1982-83 Heavy Duty Truck - C K & P Supersedes 
  DB2829-4091<br>
  DB2829-4187 - 04187 - 14066280 - 6.2 Liter 1983 Truck - C K & P (Alt. Comp.) <br>
  DB2829-4188 - 04188 - 14066277 - 6.2 Liter 1983 Light Duty G Van <br>
  DB2829-4189 - 04189 - 14066278 - 6.2 Liter 1983 Heavy Duty G Van <br>
  DB2829-4190 - 04190 - 14066279 - 6.2 Liter 1983 Light & Heavy Duty G Van (Alt. Comp.)	
  <br>
  DB2829-4266 - 04266 - 14077133 - 6.2 Liter 1984 P Truck <br>
  DB2829-4267 - 04267 - 14077179 - 6.2 Liter 1984 Heavy Duty Truck - C/K & D CUCV - Military	
  Superseded by DB2829-4520<br>
  DB2829-4268 - 04268 - 14077135 - 6.2 Liter 1984 Heavy Duty G Van <br>
  DB2829-4269 - 04269 - 14077136 - 6.2 Liter 1984 Heavy Duty Truck - C/K (Alt. Comp.)	
  <br>
  DB2829-4270 - 04270 - 14077137 - 6.2 Liter 1984 Heavy Duty G Van (Alt. Comp.) <br>
  DB2829-4274 - 04274 - 14077168 - 6.2 Liter 1984 Light Duty C/K (Alt. Comp.) Superseded 
  by DB2829-4425<br>
  DB2829-4275 - 04275 - 14077171 - 6.2 Liter 1984 Light Duty (Alt. Comp.) Superseded 
  by DB2829-4426<br>
  DB2829-4276 - 04276 - 14077169 - 6.2 Liter 1984 Light Duty G Van Superseded by DB2829-4427<br>
  DB2829-4277 - 04277 - 14077170 - 6.2 Liter 1984 Light Duty G Van (Alt. Comp.) Superseded 
  by DB2829-4428<br>
  DB2829-4305 - 04305 - 14077134 - 6.2 Liter Heavy Duty Truck CUCV - Military Superseded 
  by DB2829-4267<br>
  DB2829-4309 - 04309 - 14077185 - 6.2 Liter 1984 Light Duty C/K Truck - Calif. <br>
  DB2829-4310 - 04310 - 14077186 - 6.2 Liter Light Duty G Van - Man. Trans. <br>
  DB2829-4355 - 04355 - 23500014 - 6.2 Liter 1984 HMMWV - Military Superseded by DB2829-4471<br>
  DB2829-4366 - 04366 - 23500077 - 6.2 Liter 1984 Light Duty G Van - Auto Trans - Calif.	
  Superseded by DB2829-4439<br>
  DB2829-4386 - 04386 - 23500256 - 6.2 Liter 1984 Heavy Duty C/K CUCV (1.2cSt) Superseded 
  by DB2829-4521<br>
  DB2829-4410 - 04410 - 23500251 - 6.2 Liter 1985 Heavy Duty C/K&D Truck Superseded by 
  DB2829-4544<br>
  DB2829-4411 - 04411 - 23500252 - 6.2 Liter 1985 Heavy Duty G Van Superseded by DB2829-4509<br>
  DB2829-4412 - 04412 - 23500253 - 6.2 Liter 1985 Heavy Duty C/K Truck (Alt. Comp.) Superseded 
  by DB2829-4510<br>
  DB2829-4413 - 04413 - 23500254 - 6.2 Liter 1985 Heavy Duty G Van (Alt. Comp.) Superseded 
  by DB2829-4511<br>
  DB2829-4425 - 04425 - 14077168 - 6.2 Liter 1985 Light Duty C/K Truck Superseded by 
  DB2829-4502<br>
  DB2829-4426 - 04426 - 14077171 - 6.2 Liter 1985 Light Duty C/K Truck (Alt. Comp.) Superseded 
  by DB2829-4506<br>
  DB2829-4427 - 04427 - 14077169 - 6.2 Liter 1985 Light Duty G Van Superseded by DB2829-4503<br>
  DB2829-4428 - 04428 - 14077170 - 6.2 Liter 1985 Light Duty G Van (Alt. Comp.) Superseded 
  by DB2829-4507<br>
  DB2829-4437 - 04437 - 23500273 - 6.2 Liter 1985 Light Duty C/K Truck - Calif. <br>
  DB2829-4439 - 04439 - 23500275 - 6.2 Liter 1985 Light Duty G Van - Calif. Supersedes 
  DB2829-4366<br>
  DB2829-4440 - 04440 - 23500276 - 6.2 Liter HMMWV - Military (1.2cSt) Superseded by 
  DB2829-4523<br>
  DB2829-4441 - 04441 - 23500277 - 6.2 Liter 1985 Heavy Duty C/K & D Truck (1.2cSt) Superseded 
  by DB2829-4512<br>
  DB2829-4471 - 04471 - 23500398 - 6.2 Liter HMMWV - Military Superseded by DB2829-4524<br>
  DB2829-4502 - 04502 - 23500400 - 6.2 Liter 1986-87 Light Duty C/K Truck Supersedes 
  DB2-4274 & DB2-4425<br>
  DB2829-4503 - 04503 - 23500401 - 6.2 Liter 1986-87 Light Duty G Van Supersedes DB2-4276 
  & DB2-4427<br>
  DB2829-4506 - 04506 - 23500404 - 6.2 Liter 1986-87 Light Duty C/K Truck (Alt. Comp.)	
  Supersedes DB2-4275 & DB2-4426<br>
  DB2829-4507 - 04507 - 23500405 - 6.2 Liter 1986-87 Light Duty G Van (Alt. Comp.) Supersedes 
  DB2-4277 & DB2-4428<br>
  DB2829-4509 - 04509 - 23500407 - 6.2 Liter 1986-87 Heavy Duty G Van Superseded by DB2829-4646<br>
  DB2829-4510 - 04510 - 23500408 - 6.2 Liter 1986-87 Heavy Duty C/K & P Truck (Alt. Comp.)	
  Supersedes DB2829-4412<br>
  DB2829-4511 - 04511 - 23500409 - 6.2 Liter 1986-87 Heavy Duty G Van (Alt. Comp.) Superseded 
  by DB2829-4648<br>
  DB2829-4512 - 04512 - 23500410 - 6.2 Liter 1986-87 Heavy Duty C/K & P Truck (1.2cSt)	
  Supersedes DB2829-4441<br>
  DB2829-4520 - 04520 - 23500413 - 6.2 Liter 1986-87 Heavy Duty Truck - Military CUCV	
  Superseded by DB2829-4521<br>
  DB2829-4521 - 04521 - 23500414 - 6.2 Liter 1986 CUCV -Military (1.2 cSt) Supersedes 
  DB2829-4386 and DB2829-4520<br>
  DB2829-4524 - 04524 - 23500416 - 6.2 Liter 1986-89 HMMWV - Military Supersedes DB2-4355 
  & DB2-4471<br>
  DB2829-4544 - 04544 - 23500346 - 6.2 Liter 1986-88 Heavy Duty C/K & P Truck Supersedes 
  DB2829-4410<br>
  DB2829-4548 - 04548 - 23500587 - 6.2 Liter Industrial -12V (Clarke) <br>
  DB2829-4554 - 04554 - 23500931 - 6.2 Liter 1988-89 Light Duty C/K Truck - Auto Trans	
  <br>
  DB2829-4555 - 04555 - 23500933 - 6.2 Liter 1988-89 Light Duty C/K Truck - Auto Trans 
  (Alt. Comp.) <br>
  DB2829-4574 - 04574 - 23501280 - 6.2 Liter Clarke Generator (12v ETR) Made From DB2829-4548<br>
  DB2829-4581 - 04581 - 23500932 - 6.2 Liter 1988-89 Light Duty C/K Truck - Man. Trans.	
  <br>
  DB2829-4582 - 04582 - 23500934 - 6.2 Liter 1988-89 Light Duty C/K Truck - Man Trans 
  (Alt. Comp.) <br>
  DB2829-4612 - 04612 - 23501993 - 6.2 Liter 1987-88 Industrial 24V (Clarke) Made From 
  DB2829-4548<br>
  DB2829-4636 - 04636 - 23500941 - 6.2 Liter 1988-89 Light Duty G Van - Auto. Trans.	
  <br>
  DB2829-4637 - 04637 - 23500942 - 6.2 Liter 1988-89 Light Duty G Van - Man. Trans. <br>
  DB2829-4638 - 04638 - 23500943 - 6.2 Liter 1988-89 Light Duty G Van - Auto Trans (Alt.)	
  <br>
  DB2829-4639 - 04639 - 23500944 - 6.2 Liter 1988-89 Light Duty G Van - Man. Trans. (Alt.)	
  <br>
  DB2829-4646 - 04646 - 23502177 - 6.2 Liter 1988 Heavy Duty C/KR/VP Truck & G Van Superseded 
  by DB2829-4723<br>
  DB2829-4647 - 04647 - 23502178 - 6.2 Liter 1988 Heavy Duty C/KR/VP&G Van (1.2cSt) Superseded 
  by DB2829-4724<br>
  DB2829-4648 - 04648 - 23502179 - 6.2 Liter 1988 Heavy Duty C/KR/VP& G Van (Alt.) Superseded 
  by DB2829-4725<br>
  DB2829-4655 - 04655 - 23502229 - 6.2 Liter Industrial -12V (Clarke GM) Made From DB2829-4548<br>
  DB2829-4701 - 04701 - 23503123 - 6.2 Liter 1988-89 Light Duty R/V - Auto. Trans. <br>
  DB2829-4723 - 04723 - 23503998 - 6.2 Liter 1989 Heavy Duty CKRV P Truck G Van Supersedes 
  DB2829-4646<br>
  DB2829-4724 - 04724 - 23503999 - 6.2 Liter 1989 Heavy Duty CKRVP Truck G Van (1.2 cSt)	
  Supersedes DB2829-4647<br>
  DB2829-4725 - 04725 - 23504000 - 6.2 Liter 1989 Heavy Duty CKRVP Truck G Van (Alt)	
  Supersedes DB2829-4648<br>
  DB2829-4779 - 04779 - 10149610 - 6.2 Liter 1990 Heavy Duty CKRVP Truck G Van <br>
  DB2829-4780 - 04780 - 10149619 - 6.2 Liter 1990 Heavy Duty CKRVP Truck G Van (1.2cSt)	
  <br>
  DB2829-4781 - 04781 - 10149620 - 6.2 Liter 1990 Heavy Duty CKRVP Truck G Van (Alt.)	
  <br>
  DB2829-4790 - 04790 - 10149609 - 6.2 Liter 1990 Light Duty C/KR/V & G - Auto. Trans.	
  <br>
  DB2829-4791 - 04791 - 10149621 - 6.2 Liter 1990 Light Duty R/V & G - Auto. Trans. (Alt.)	
  <br>
  DB2829-4792 - 04792 - 10149611 - 6.2 Liter 1990 Light Duty C/K Truck - Man Trans. <br>
  DB2829-4793 - 04793 - 10149618 - 6.2 Liter 1990 Light Duty C/K Truck - Man Trans. (Alt.)	
  <br>
  DB2829-4801 - 04801 - 10149623 - 6.2 Liter 1990 Industrial -12V <br>
  DB2829-4802 - 04802 - 10149646 - 6.2 Liter 1990 Industrial -24V Made From DB2829-4801<br>
  DB2829-4803 - 04803 - 10149647 - 6.2 Liter 1990 Industrial -24V Made From DB2829-4801<br>
  DB2829-4804 - 04804 - 10149648 - 6.2 Liter 1990 Industrial -12V (1.2 cSt) Made From 
  DB2829-4801<br>
  DB2829-4833 - 04833 - 10149622 - 6.2 Liter Marine <br>
  DB2829-4840 - 04840 - 10149679 - 6.2 Liter 1990 Light Duty C/K Truck-Auto.Trans.(Altitude)	
  <br>
  DB2829-4847 - 04847 - 10149633 - 6.2 Liter 1990 HMMWV - Military Superseded by DB2829-4878<br>
  DB2829-4848 - 04848 - 10149634 - 6.2 Liter 1990-1/2 HMMWV - Military (1.2 cSt) Superseded 
  by DB2829-4879<br>
  DB2829-4875 - 04875 - 10149610 - 6.2 Liter 1991 Heavy Duty CKRVP Truck G Van Supersedes 
  DB2829-4979<br>
  DB2829-4876 - 04876 - 10149619 - 6.2 Liter 1991 Heavy Duty CKRVP Truck G Van (1.2 cSt)	
  Supersedes DB2829-4980<br>
  DB2829-4877 - 04877 - 10149620 - 6.2 Liter 1991 Heavy Duty CKRVP Truck G Van (Alt.)	
  Supersedes DB2829-4981<br>
  DB2829-4878 - 04878 - 10149633 - 6.2 Liter 1990-1/2 HMMWV - Military Superseded by 
  DB2829-6285<br>
  DB2829-4879 - 04879 - 10149634 - 6.2 Liter 1990-1/2 HMMWV - Military (1.2 cSt) Superseded 
  by DB2829-6286<br>
  DB2829-4894 - 04894 - 10183929 - 6.2 Liter 1991 Light Duty C/KR/V & G Van - Auto/Man.	
  Supersedes DB2829-4977<br>
  DB2829-4895 - 04895 - 10183930 - 6.2 Liter 1991 Light Duty C/KR/VG - Auto/Man. (Alt.)	
  Supersedes DB2829-4978<br>
  DB2831-4911 - 04911 - 10183901 - 6.5 Liter 1992-93 Heavy Duty C/KP - Auto/Man (Turbo)(200 
  HP) Superseded by DB2831-6381<br>
  DB2831-4927 - 04927 - 14098655 - 6.5 Liter 92-93 Heavy Duty C/KP -Auto/Man (Turbo)(200HP) 
  (1.2cSt) <br>
  DB2829-4959 - 04959 - 10191495 - 6.2 Liter Marine <br>
  DB2831-4970 - 04970 - 10154607 - 6.5 Liter 1992-93 Heavy Duty-Auto/Man (Turbo) <br>
  DB2831-4971 - 04971 - 10154608 - 6.5 Liter 1992-93 Heavy Duty-Auto/Man (Turbo)(1.2 
  cSt) <br>
  DB2833-4974 - 04974 - 14098680 - 6.2 Liter Marine (250 H.P.) DB2833-6284<br>
  DB2829-4977 - 04977 - 10154613 - 6.2 Liter 1992 Light Duty CKRV Truck G Van -Auto/Man	
  Superseded by DB2829-4894<br>
  DB2829-4978 - 04978 - 10154614 - 6.2 Liter 1992 Light Duty C/KR/VG -Auto/Man-(Alt.)	
  Superseded by DB2829-4895<br>
  DB2829-4979 - 04979 - 10154615 - 6.2 Liter 1992 Heavy Duty C/K R/V G Superseded by 
  DB2829-4875<br>
  DB2829-4980 - 04980 - 10154616 - 6.2 Liter 1992 Heavy Duty C/K R/V G (1.2 cSt) Superseded 
  by DB2829-4876<br>
  DB2829-4981 - 04981 - 10154617 - 6.2 Liter 1992 Heavy Duty C/K R/V P & G -(Alt.) Superseded 
  by DB2829-4877<br>
  DB2829-5048 - 05048 - 10154678 - 6.2 Liter 1992 P Truck (120 HP - 2500 RPM) <br>
  DB2829-5050 - 05050 - 10154699 - 6.2 Liter 1992 P Truck (135 HP - 2600 RPM) <br>
  DB2829-5055 - 05055 - 10154685 - 6.2 Liter 1993 Light Duty C/K R/V G (Alt. Comp.) <br>
  DB2829-5056 - 05056 - 10154684 - 6.2 Liter 1993 Light Duty C/K R/V G <br>
  DB2831-5079 - 05079 - 10224039 - 6.5 Liter Military 2.5 Ton Cab Over (Turbo)(200HP) 
  (1.2 cSt) Superseded by DB2831-6282<br>
  DB2831-5088 - 05088 - 10229115 - 6.5 Liter 1994-96 Heavy Duty P & G (170 HP) <br>
  DB2831-5089 - 05089 - 10229119 - 6.5 Liter 1994-96 Heavy Duty P & G (Alt.) <br>
  DB2831-5119 - 05119 - 10238969 6.5L 1994 HD 120 HP (1.2 cSt) <br>
  DB2831-5129 - 05129 - 12550269 - 6.5 Liter 1994 Heavy Duty P & G (170 HP) (1.2 cSt)	
  <br>
  DB2831-5149 - 05149 - 12550433 - 6.5 Liter Military (170HP) (1.2 cSt) Superseded by 
  DB2831-6277<br>
  DB2831-5157 - 05157 - 12551521 - 6.5 Liter 1994 Heavy Duty/OEM (Turbo)(200 HP) <br>
  DB2831-5164 - 05164 - 12552397 - 6.5 Liter 1992 Heavy Duty C/KP - (Turbo)Man Trans. 
  Service Only<br>
  DB2831-5167 - 05167 - 12552621 - 6.5 Liter 1992 Super Duty (Turbo)(15000 lbs.GVW) <br>
  DB2831-5323 - 05323 - 12559097 - 6.5 Liter 1997 Automatic Trans. (3 Speed) <br>
  DB2831-5436 - 05436 - 12561383 - 6.5 Liter 1994 Heavy Duty P & G (170 HP) Superseded 
  by DB2831-6279<br>
  DB2831-5437 - 05437 - 12561384 - 6.5 Liter 1994 Heavy Duty P & G (Alt. Comp.) <br>
  DB2831-5438 - 05438 - 12561385 - 6.5 Liter 1994 Heavy Duty P (120 HP)(1.2 cSt) <br>
  DB2831-5485 - 05485 - 12561514 - 6.5 Liter Military (Turbo)(200HP)(1.2 cSt) Superceded 
  by DB2831-6287<br>
  DB4831-5722 - 05722 - PEI05722 - 6.5 Liter Marine (4 plunger)(Turbo-310 HP) - Peninsular 
  Diesel Superseded by DB2831-6380<br>
  DB2831-5209 - 05209 - 12555697 - 6.5 Liter NA Military Heavy Duty (1.2 cSt) Superseded 
  by DB2831-6278<br>
  DB2829-4877 - 04877 - 10183953 - 6.2 Liter 1991 CARB HD C/KR/V P Truck G Van (Altitude)	
  <br>
  DB2829-4876 - 04876 - 10183952 - 6.2 Liter 1991 CARB HD C/KR/V P Truck G Van (1.2 cSt.)	
  <br>
  DB2829-4875 - 04875 - 10183951 - 6.2 Liter 1991 CARB HD C/KR/V P Truck G Van (1.2 cSt.)	
  Supersedes DB2829-4979<br>
  DB2829-4508 - 04508 - 14033998 - 6.2 Liter 1986-87 Service <br>
  DB2831-6137 - 06137 service only 6.5L N.A. Military Heavy Duty (1.2 cSt) <br>
  DB2831-6277 - 06277 - 12550433 6.5L - 170 B.H.P. HEAVY DUTY MILITARY Supersedes DB2831-5149<br>
  DB2831-6278 - 06278 - 12555697 6.5L N.A. HEAVY DUTY- MILITARY Supersedes DB2831-5209<br>
  DB2831-6279 - 06279 - 12561383 6.5L - 170 B.H.P. 1994 P & G HEAVY DUTY Supersedes 
  DB2831-5436<br>
  DB2831-6282 - 06282 - 10224039 6.5L TURBO - 200 H MILITARY 2.5 TON CAB-OVER Supersedes 
  DB2831-5079<br>
  DB2833-6284 - 06284 - 14098680 6.2L TURBOCHARG 250 H.P. MARINE Supersedes DB2833-4974<br>
  DB2829-6285 - 06285 - 10149633 6.2L 1990 1/2 HMMWV-MILITARY Supersedes DB2829-4878<br>
  DB2829-6286 - 06286 - 10149634 6.2L 1990 1/2 HMMWV-MILITARY Supersedes DB2829-4879<br>
  DB2831-6287 - 06287 - 12561514 6.5L TURBO - 200 H MILITARY Supersedes DB2831-5485<br>
  DB2831-6381 - 06381 - 10183901 6.5L TURBO-200 H. 1992 Heavy Duty CK & P AUTO & MANUAL	
  SUPERSEDES: DB2831-4911</p>
","778303","https://usdieselparts.com/images/F95106710","Mechanical Stanadyne DB2 injection pumps for 1982 - 1994 Chevy GMC 6.2L & 6.5L diesel engines. ","Mechanical, DB2, injection, pumps, Chevy, GMC, 6.2L, 6.5L, DB2-4911, DB2-5056, DB2-4875, DB2-4779, DB2-4723, DB2-4554, DB2-4544, DB2-4502","Chevy GMC Stanadyne DB2 Mechanical Injection Pumps","550","Chevy / GMC>1982 - 1996 GM 6.2L 6.5L (Mechanical)>Injection Pumps DB2 Mechanical - GM 6.2L 6.5L","2013-05-31 17:36:48",""
"1982 - 1996 GM 6.2L 6.5L (Mechanical)","Injectors - Chevy GMC 6.2L 6.5L IDI","New Bosch Injectors, Injector Installation Kits and Stanadyne Fuel Filters for 1982 - 1993 Chevy GMC 6.2L and 6.5L Diesel. ","","778304","https://usdieselparts.com/images/F95106885","Injectors for 1982 - 1993 Chevy GMC 6.2L Diesel","Injectors, Chevy, GMC, 6.2L, Diesel","Injectors Chevy GMC 6.2L and 6.5L IDI Diesel Engines","540","Chevy / GMC>1982 - 1996 GM 6.2L 6.5L (Mechanical)>Injectors - Chevy GMC 6.2L 6.5L IDI","2013-05-31 17:36:49",""
"1982 - 1996 GM 6.2L 6.5L (Mechanical)","Reman Engines - GM 6.2L 6.5L IDI","Reviva Reman Engines for 1982 - 1993 Chevy GMC 6.2L 6.5L Diesel.","","778305","https://usdieselparts.com/images/F95106974","Reviva Reman Engines for 1982 - 1993 Chevy GMC 6.2L 6.5L Diesel.","Reviva, Reman, Engines, Chevy, GMC, 6.2L, 6.5L, Diesel","Reviva Reman Engines 6.2L 6.5L","390","Chevy / GMC>1982 - 1996 GM 6.2L 6.5L (Mechanical)>Reman Engines - GM 6.2L 6.5L IDI","2013-05-31 17:36:49","1"
"1982 - 1996 GM 6.2L 6.5L (Mechanical)","Starters & Alternators - GM 6.2L 6.5L IDI","Starters & Alernators for 1982 - 1993 Chevy GMC 6.2L 6.5L Diesel.","","778306","https://usdieselparts.com/images/F84012934","Starters & Alernators for 1982 - 1993 Chevy GMC 6.2L 6.5L Diesel.","Starters, alernators, Chevy, GMC, 6.2L, 6.5L, Diesel","Starters Alernators Chevy GMC 6.2L","380","Chevy / GMC>1982 - 1996 GM 6.2L 6.5L (Mechanical)>Starters & Alternators - GM 6.2L 6.5L IDI","2013-05-31 17:36:49","1"
"1982 - 1996 GM 6.2L 6.5L (Mechanical)","Vacuum Pumps - GM 6.2L 6.5L IDI","Vacuum Pumps for 1982 - 1993 6.2L & 6.5L Chevy Diesel.","","778308","https://usdieselparts.com/images/F95107008","Vacuum Pumps for 1982 - 1993 Chevy GMC 6.2L Diesel.","Vacuum, Pumps, Chevy, GMC, 6.2L, Diesel","Vacuum Pumps Chevy GMC 6.2L","340","Chevy / GMC>1982 - 1996 GM 6.2L 6.5L (Mechanical)>Vacuum Pumps - GM 6.2L 6.5L IDI","2013-05-31 17:36:49","1"
"Chevy / GMC","1993 - 2000 GM 6.5L Turbo Diesel (Electronic)","<p align=""left"">US Diesel Parts carries a great selection of 6.5L diesel turbo performance parts and stock parts for your 1993-2000 GM truck. The Stanadyne DS4 electronic diesel fuel injection pump has marked its place in diesel history. We rebuilt hundreds of them under the GM warranty service period before they finally got all the bugs worked out. Some of them passed through our doors 2-3 times or more before the customer could actually get their truck out of the driveway. GM and Stanadyne took a huge gamble when they neglected to do some proper testing on their new system, but the good news is that the DS4 injection pump is actually a pretty solid and reliable unit now. The PMD is still an issue, but we've even got the answers to all of your PMD problems that will eliminate your hot hard starting and intermittent stalling issues. We also have some great performance upgrades for the electronics, exhaust system, intake and turbocharger that will help you get some better fuel economy and some really decent horsepower gains. If you don't see the 6.5L diesel turbo performance upgrades that you're looking for here, then please call us.</p>"," 
<p align=""left""><b>Chevy GMC 6.5L TD Turbo Diesel Specifications:<br>
  • Power / Torque: 180 hp @ 3400 rpm / 360 lb·ft @ 1700 rpm <br>
  • Displacement: 6.5L / 397 cu in<br>
  • Bore x Stroke: 4.06 x 3.82 (in.)<br>
  • Compression: GM Early 21.3:1, GM Late 20.3:1, AMG/GEP Marine 18:1<br>
  • Valvetrain: OHV 2-Valves per cyl.<br>
  • Block / Head: Cast iron / Cast iron<br>
  • Aspiration: Turbocharged, Borg-Warner GM Series<br>
  • Injection: Bosch Indirect Injection Pintle Injectors, Stanadyne DS4 Electronic 
  Injection Pump </p>
","778309","https://usdieselparts.com/images/F81240187","US Diesel Parts to find replacement parts and high-performance accessories for 1993-2000 Chevy GMC 6.5L Turbo Diesel pickup trucks.","Parts, Chevy, GMC, 6.5L, Turbo, Diesel, chips, injectors, pumps, ds4, pmd, cooler, fsd, turbocharger, exhaust, intake, glow plugs, gauges, transmission, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000","1993-2000 Chevy GMC 6.5L Turbo Diesel Parts and Accessories","410","Chevy / GMC>1993 - 2000 GM 6.5L Turbo Diesel (Electronic)","2013-05-31 17:36:49",""
"1993 - 2000 GM 6.5L Turbo Diesel (Electronic)","6.5L Engine Performance - GM 6.5L TD","<p>Engine Performance Parts for 1993 - 2000 Chevy GMC 6.5L Turbo Diesel</p>","","778310","https://usdieselparts.com/images/F95105221","Engine Performance Parts for 1993 - 2000 Chevy GMC 6.5L Turbo Diesel","Engine, Performance, Parts, Chevy, GMC, 6.5L, Turbo, Diesel","Engine Performance Chevy GMC 6.5L","500","Chevy / GMC>1993 - 2000 GM 6.5L Turbo Diesel (Electronic)>6.5L Engine Performance - GM 6.5L TD","2013-05-31 17:36:49",""
